,Tgl DO,Showroom,Observation,Trend,Monthly Seasonal,Yearly Seasonal
0,2017-01-04,Semarang,2.0,1.6234606352737608,-0.04085152363708137,-0.5074550572340026
1,2017-01-05,Semarang,1.0,1.6275429489556297,0.03371441197960714,-0.2574550572340026
2,2017-01-06,Semarang,2.0,1.6316252626374983,0.0498226361535096,-0.5088249202477012
3,2017-01-07,Semarang,0.0,1.6357075763193671,-0.14277560733427955,0.2404901482454493
4,2017-01-08,Semarang,1.0,1.6397898900012358,-0.12791116425490434,0.24117507975229863
5,2017-01-09,Semarang,1.0,1.6438722036831046,-0.023245726150653612,-0.006770125727153291
6,2017-01-10,Semarang,1.0,1.6479545173649732,0.05206647812275129,-0.2567701257271535
7,2017-01-11,Semarang,2.0,1.652036831046842,0.06693092120212636,-0.508139988740852
8,2017-01-12,Semarang,1.0,1.6561191447287107,-0.33967835721114664,-1.008139988740852
9,2017-01-13,Semarang,1.0,1.6602014584105795,-0.20429415475291487,0.9918600112591478
10,2017-01-14,Semarang,6.0,1.6642837720924482,0.3330800974565607,-0.2588249202477014
11,2017-01-15,Semarang,1.0,1.668366085774317,-0.14496853590610334,-0.5095098517545507
12,2017-01-16,Semarang,2.0,1.6724483994561856,0.2869330794874518,-1.2588249202477013
13,2017-01-17,Semarang,2.0,1.6765307131380545,0.002168028214340043,-0.5074550572340027
14,2017-01-18,Semarang,0.0,1.680613026819923,-0.04379105290951788,-0.2574550572340025
15,2017-01-19,Semarang,2.0,1.5666666666666664,0.1508174581134171,0.24254494276599747
16,2017-01-20,Semarang,0.0,1.55,0.04596408316391547,-0.7567701257271533
17,2017-01-21,Semarang,5.0,1.5500000000000003,0.17917040970695114,0.991860011259148
18,2017-01-22,Semarang,2.0,1.6,0.10317275615048425,-0.508139988740852
19,2017-01-23,Semarang,0.0,1.7,-0.22556121581394278,-1.0081399887408518
20,2017-01-24,Semarang,2.0,1.75,0.05814262316690382,0.4939148057796959
21,2017-01-25,Semarang,1.0,1.7666666666666668,-0.3151187119816027,0.24459973728654527
22,2017-01-26,Semarang,1.0,1.75,0.013112490183323382,-0.7547153312066054
23,2017-01-27,Semarang,5.0,1.7500000000000002,0.07042129452847,0.9959696003002438
24,2017-01-28,Semarang,2.0,1.7999999999999998,-0.06594234183516638,-0.25540026271345473
25,2017-01-29,Semarang,2.0,1.766666666666667,0.05653240563958109,0.7439148057796958
26,2017-01-30,Semarang,1.0,1.7333333333333334,0.042390991498166906,0.7445997372865453
27,2017-01-31,Semarang,0.0,1.7833333333333337,0.1941586682658437,0.24459973728654533
28,2017-02-01,Semarang,1.0,1.7666666666666666,0.043401092508267985,-0.5047153312066053
29,2017-02-02,Semarang,1.0,1.7833333333333332,-0.10786153375435825,-0.7540303996997562
30,2017-02-03,Semarang,0.0,1.866666666666667,-0.04085152363708137,-1.2554002627134544
31,2017-02-04,Semarang,2.0,1.9166666666666667,0.03371441197960714,0.49391480577969593
32,2017-02-05,Semarang,1.0,1.8833333333333333,0.0498226361535096,0.24322987427284654
33,2017-02-06,Semarang,4.0,1.8,-0.14277560733427955,-0.005400262713454777
34,2017-02-07,Semarang,3.0,1.7666666666666668,-0.12791116425490434,-0.0033454681929064797
35,2017-02-08,Semarang,2.0,1.7666666666666666,-0.023245726150653612,-0.006085194220304006
36,2017-02-09,Semarang,1.0,1.7833333333333337,0.05206647812275129,-0.006770125727153457
37,2017-02-10,Semarang,1.0,1.8,0.06693092120212636,0.24254494276599736
38,2017-02-11,Semarang,2.0,1.8,-0.33967835721114664,0.7425449427659974
39,2017-02-12,Semarang,3.0,1.7833333333333334,-0.20429415475291487,1.2425449427659976
40,2017-02-13,Semarang,2.0,1.7333333333333334,0.3330800974565607,0.2404901482454494
41,2017-02-14,Semarang,3.0,1.6833333333333336,-0.14496853590610334,0.7404901482454493
42,2017-02-15,Semarang,3.0,1.6833333333333333,0.2869330794874518,0.2384353537249015
43,2017-02-16,Semarang,0.0,1.6999999999999997,0.002168028214340043,-0.7629345092887972
44,2017-02-17,Semarang,3.0,1.7333333333333334,-0.04379105290951788,-1.0143043723024958
45,2017-02-18,Semarang,4.0,1.8166666666666669,0.1508174581134171,-0.5115646462750985
46,2017-02-19,Semarang,1.0,1.8333333333333335,0.04596408316391547,0.4904901482454494
47,2017-02-20,Semarang,2.0,1.8166666666666667,0.17917040970695114,1.4904901482454493
48,2017-02-21,Semarang,0.0,1.7833333333333337,0.10317275615048425,0.49117507975229874
49,2017-02-22,Semarang,0.0,1.7000000000000004,-0.22556121581394278,-0.009509851754550484
50,2017-02-23,Semarang,2.0,1.6500000000000004,0.05814262316690382,-1.0115646462750985
51,2017-02-24,Semarang,2.0,1.6333333333333333,-0.3151187119816027,-0.26224957778194763
52,2017-02-25,Semarang,1.0,1.6166666666666667,0.013112490183323382,-0.013619440795646413
53,2017-02-26,Semarang,5.0,1.6000000000000003,0.07042129452847,-0.5156742353161943
54,2017-02-27,Semarang,1.0,1.5666666666666667,-0.06594234183516638,-0.015674235316194322
55,2017-02-28,Semarang,0.0,1.5,0.05653240563958109,0.48227097016325776
56,2017-03-01,Semarang,0.0,1.4499999999999995,0.042390991498166906,-0.017729029836742398
57,2017-03-02,Semarang,1.0,1.4500000000000002,0.1941586682658437,-0.019098892850441078
58,2017-03-03,Semarang,1.0,1.4833333333333332,0.043401092508267985,-0.019098892850440745
59,2017-03-04,Semarang,3.0,1.4833333333333334,-0.10786153375435825,-0.5204687558641397
60,2017-03-05,Semarang,3.0,1.3999999999999997,-0.04085152363708137,-1.019098892850441
61,2017-03-06,Semarang,0.0,1.3833333333333335,0.03371441197960714,-1.019098892850441
62,2017-03-07,Semarang,2.0,1.4166666666666665,0.0498226361535096,0.48021617564270963
63,2017-03-08,Semarang,1.0,1.4333333333333333,-0.14277560733427955,0.978846312629011
64,2017-03-09,Semarang,1.0,1.4666666666666663,-0.12791116425490434,0.7281613811221617
65,2017-03-10,Semarang,1.0,1.4666666666666668,-0.023245726150653612,0.47816138112216167
66,2017-03-11,Semarang,1.0,1.4666666666666668,0.05206647812275129,1.2295312441358603
67,2017-03-12,Semarang,0.0,1.4666666666666666,0.06693092120212636,0.4815860386564083
